2015-02-10 15:27:40,612 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/pom.xml
2015-02-10 15:27:42,259 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: Analyzer:Analyzer:0.0.1-SNAPSHOT @ /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/pom.xml.
2015-02-10 15:27:42,667 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Analyzer/src/main/java
2015-02-10 15:27:42,669 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Analyzer/src/test/java
2015-02-10 15:27:42,740 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 2 sec
2015-02-10 15:27:43,265 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: Analyzer:Analyzer:0.0.1-SNAPSHOT @ /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/pom.xml.
2015-02-10 15:27:43,405 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:43,405 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/main/resources
2015-02-10 15:27:43,408 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:43,408 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/test/resources
2015-02-10 15:27:44,198 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: Analyzer:Analyzer:0.0.1-SNAPSHOT @ /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/pom.xml.
2015-02-10 15:27:44,571 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:44,572 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/main/resources
2015-02-10 15:27:44,573 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:44,574 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/test/resources
2015-02-10 15:27:50,818 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:50,819 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/main/resources
2015-02-10 15:27:50,821 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2015-02-10 15:27:50,821 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/src/test/resources
2015-02-10 15:28:19,271 [Worker-10] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2015-02-10 15:28:19,339 [Worker-10] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: Analyzer:Analyzer:0.0.1-SNAPSHOT @ /home/slayer/Dropbox/Outros/PIBICT PLN/Codigos/Analyzer/pom.xml.
2015-02-10 15:28:19,390 [Worker-10] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Analyzer/src/main/java
2015-02-10 15:28:19,391 [Worker-10] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Analyzer/src/test/java
